HANDLE,COLUMN
update-on-glittered-netting,"<a href=""http://www.shinodadesigncenter.net/14-sequin-netting-red-sparkle/373/""><img class=""aligncenter size-medium wp-image-2627"" title=""14' Sequin Netting Red Sparkle"" src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/11/44709616-300x199.jpg"" alt=""14' Sequin Netting Red Sparkle"" width=""300"" height=""199"" /></a>



Last Thursday I wrote a blog post titled ""<a href=""http://www.shinodadesigncenter.net/2011/12/01/customer-question-of-the-day-are-you-getting-any-more-glittered-netting/"">Customer Question of the Day: Are you getting any more glittered netting?</a>""  In that blog, I reported that we should be getting more by Wednesday of this week.  Unfortunately, I received an email stating that the shipment had been delayed from last Wednesday to today.  I apologize if this causes any inconvenience.  I am extremely disappointed by the vendor's delay in notifying me after an email on 11/30 that stated it was shipping that day.



The revised ETA for the netting is now Monday 12/12 in the San Diego warehouse.  Due to the timing of our warehouse truck exchange, Santa Ana will most likely get their's on 12/15 and it should hit the floor by 12/16.  Again, we are subject to any changes the trucking company might place on this order.  If I hear of any other delays, I will write it up in the blog again.  Just to be safe, please call before coming into the warehouse to make sure we have landed the order.



Again, I am sorry for any inconvenience this may have caused.



For those of you that have not seen the netting yet, below is a little gallery for you to see it used in our displays.



[nggallery id=42]



&nbsp;

See our full line of <a href=""http://www.shinodadesigncenter.net/ribbon/mesh-netting/"">Mesh &amp; Netting</a>.

See our <a href=""http://www.shinodadesigncenter.net/category/tip-of-the-day/"">Tips of the Day</a>.



Also, if you are not aware, we have launched a fully functional <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Beta Shopping Cart</a>. Interested in shopping online? <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Read our blog post about the Beta Shopping Cart</a>.



Not a Shinoda Customer? <a href=""https://www.shinodadesigncenter.net/customer/account/create/"">Setup an account</a>.



Hope this helps!"
tip-of-the-day-how-do-i-clean-up-glitter,"<a href="".015 Glitter 1lb Pale Gold""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/0131700012-300x300.jpg"" alt="".015 Glitter 1lb Pale Gold"" title="".015 Glitter 1lb Pale Gold"" width=""300"" height=""300"" class=""aligncenter size-medium wp-image-2938"" /></a>



With the holiday decorating season fully under way and the popularity of glittered items, when it comes time to take it all down, how do you clean up all the leftover glitter?  Depending on the type of floor surface, here are a couple of suggestions.



<strong>Carpet</strong>



If you have a large pile of glitter, it is best to start with a shop vac or vacuum attachment to lift out any piles.  Do not push on the pile.  This will only mash it into the carpet making further cleanup more difficult.  Instead, let the attachement pull it up.  If there is leftover glitter or you only have a small amount to cleanup, use masking tape to pick up the rest.  Place some masking tape with sticky side facing out around your hand, and dab the carpet where the glitter is.  Again, do not push too much on the glitter as this might cause it to sink into the carpet.  Just lightly dab at it until all the glitter has been removed.  Masking tape works best since it is designed to not leave adhesive residue behind.  Using duck tape or other forms of tape may cause a residue to be left behind on the carpet.



<strong>Tile and Wood</strong>



If you have a large pile of glitter, use a shop vac or vacuum attachment to pick up the main pile.  After the main pile of glitter is gone, you can use a wet rag to pickup the rest.  If the glitter is stubborn and cannot be removed with the wet rag, you can use masking tape to pickup the final remnants.



See our line of <a href=""http://www.shinodadesigncenter.net/floral-supplies/glitter/"">Glitter</a>.

Checkout our other <a href=""http://www.shinodadesigncenter.net/category/tip-of-the-day/"">Tips of the Day</a>.



Also, if you are not aware, we have launched a fully functional <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Beta Shopping Cart</a>. Interested in shopping online? <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Read our blog post about the Beta Shopping Cart</a>.



Not a Shinoda Customer? <a href=""https://www.shinodadesigncenter.net/customer/account/create/"">Setup an account</a>.



Hope this helps!"
tip-of-the-day-how-do-i-clean-up-styrofoam-or-snow-flocking,"<a href=""http://www.shinodadesigncenter.net/crushed-styro-white/8901/""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/4650131005-300x300.jpg"" alt=""Crushed Styro White"" title=""Crushed Styro White"" width=""300"" height=""300"" class=""aligncenter size-medium wp-image-2948"" /></a>



I thought I would continue on with the clean up theme today.  Yesterday's tip ""<a href=""http://www.shinodadesigncenter.net/2011/12/05/tip-of-the-day-how-do-i-clean-up-glitter/"">Tip of the Day: How do I clean up glitter?</a>"", started with the leftover glitter.  Today, we will move on to the snow flocking and any styrofoam that was left behind.  We have sold quite a bit of crushed styrofoam that is used as artificial snow.  Hopefully, this will make the cleanup a little more painless.



The main problem when cleaning up styrofoam and snow flocking is air current created in trying to pick it up and the fact that they produce quite a bit of static electricity.  The static electricity is what can cause it to just seemingly blow away as you try to wipe it up especially when using a cotton rag.  How can you kill both of these birds with one stone?  Use <a href=""http://www.walmart.com/search/search-ng.do?search_query=Anti+Static+Spray"">anti-static spray</a>.  The link sends you to Walmart but it is pretty commonly available.



To use the anti-static spray, first spray a light layer on the snow flocking/styrofoam.  The cleanup is most easily accompished with a shop vac or a vacuum that allows for attachements.  On the tip of the shop vac or attachment, spray some of the anti-static spray.  Try not to use the normal vacuuming motion of forward and back.  Instead, dab at the piles of styrofoam from above.  This will slow you down but ultimately help you to cleanup a greater amount.



Checkout our other <a href=""http://www.shinodadesigncenter.net/category/tip-of-the-day/"">Tips of the Day</a>.



Also, if you are not aware, we have launched a fully functional <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Beta Shopping Cart</a>. Interested in shopping online? <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Read our blog post about the Beta Shopping Cart</a>.



Not a Shinoda Customer? <a href=""https://www.shinodadesigncenter.net/customer/account/create/"">Setup an account</a>.



Hope this helps!"
tip-of-the-day-how-do-i-clean-off-crystal-frost-from-my-window,"<a href=""http://www.shinodadesigncenter.net/800-crystal-frost-6oz-spray/1205/""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/0859604800-300x300.jpg"" alt=""#800 Crystal Frost 6oz Spray"" title=""#800 Crystal Frost 6oz Spray"" width=""300"" height=""300"" class=""aligncenter size-medium wp-image-2956"" /></a>



With the last couple of <a href=""http://www.shinodadesigncenter.net/category/tip-of-the-day/"">Tips of the Day</a>, the <a href=""http://www.shinodadesigncenter.net/2011/12/05/tip-of-the-day-how-do-i-clean-up-glitter/"">glitter</a>, <a href=""http://www.shinodadesigncenter.net/2011/12/06/tip-of-the-day-how-do-i-clean-up-styrofoam-or-snow-flocking/"">snow flocking</a>, and <a href=""http://www.shinodadesigncenter.net/2011/12/06/tip-of-the-day-how-do-i-clean-up-styrofoam-or-snow-flocking/"">styrofoam</a> are cleaned up.  Now you have to clean off the Crystal Frost you sprayed on the windows.  How do you do it?



This is by far the simplest part!  Just mix some dish soap and water in a bucket, dip a cleaning towel into your bucket, and just wipe off the Crystal Frost with your moistened cleaning towel. 



Checkout our other <a href=""http://www.shinodadesigncenter.net/category/tip-of-the-day/"">Tips of the Day</a>.



Also, if you are not aware, we have launched a fully functional <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Beta Shopping Cart</a>. Interested in shopping online? <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Read our blog post about the Beta Shopping Cart</a>.



Not a Shinoda Customer? <a href=""https://www.shinodadesigncenter.net/customer/account/create/"">Setup an account</a>.



Hope this helps!"
tip-of-the-day-a-couple-of-helpful-suggestions-for-christmas-tree-decorating,"This upcoming weekend I will be putting up my personal Christmas tree.  Over the years, I have learned a couple of best practices that I thought I would share with everyone.



First, if you plan on using a tree topper, put the tree topper on first!  This is counter-intuitive to how many people decorate their tree.  The reason for placing the tree topper first is to lessen the risk of knocking off or breaking ornaments while attempting to put the tree topper on.  Since the degree of difficulty in placing the tree topper goes up with the height of the tree, this becomes even more important with trees over ten feet in height.



Second, wrap any tree garland immediately after the tree topper is set.  Again, this is for the same reason.  If you place it before the ornaments go on, there is less risk of knocking off or breaking ornaments while wrapping the garland around the tree.



Checkout our other <a href=""http://www.shinodadesigncenter.net/category/tip-of-the-day/"">Tips of the Day</a>.



Also, if you are not aware, we have launched a fully functional <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Beta Shopping Cart</a>. Interested in shopping online? <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Read our blog post about the Beta Shopping Cart</a>.



Not a Shinoda Customer? <a href=""https://www.shinodadesigncenter.net/customer/account/create/"">Setup an account</a>.



Hope this helps!"
tip-of-the-day-another-common-sense-tip-for-christmas-lights,"Back in early November, I wrote the original ""<a href=""http://www.shinodadesigncenter.net/2011/11/07/tip-of-the-day-christmas-lights/"">Tip of the Day:  Common Sense Tip for Christmas Lights</a>"".  Today, after hearing a story about a Santa Ana warehouse employee, I decided to expand on this tip.



The Santa Ana employee had purchased a lit tree from us.  She got home, placed the tree, decorated it, and then plugged it into the wall.  Unfortunately, none of the lights were working.  After trying to fix the lights, it was determined that the tree was defective.  To bring it back to us, not only did the tree need to be taken down, all of the ornaments had to be removed as well.



So, to expand on this tip of the day:



From the original tip:



<strong>Check to make sure your light set works before installing them!</strong>



Add to this:



<strong>If you have purchased a pre-lit garland, tree, or wreath, check to make sure the lights work before you start decorating the item.</strong>



See our selection of <a href=""http://www.shinodadesigncenter.net/christmas/lights-accessories/"">Lights & Accessories</a>.

See our selection of <a href=""http://www.shinodadesigncenter.net/christmas/pine-wreaths-accessories/"">Pine Wreaths</a>.

See our selection of <a href=""http://www.shinodadesigncenter.net/christmas/trees/"">Christmas Pine Trees</a>.

See our selection of <a href=""http://www.shinodadesigncenter.net/christmas/pine-garlands/"">Pine Garland</a>.

See other <a href=""http://www.shinodadesigncenter.net/category/tip-of-the-day/"">Tips of the Day</a>.



Also, if you are not aware, we have launched a fully functional <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Beta Shopping Cart</a>. Interested in shopping online? <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Read our blog post about the Beta Shopping Cart</a>.



Not a Shinoda Customer? <a href=""https://www.shinodadesigncenter.net/customer/account/create/"">Setup an account</a>.



Hope this helps!"
after-christmas-sale-2011,"We have been getting asked about our After Christmas sale.  Here is the full notice.  I want to point out that the sale will NOT include crystal products, ribbon, wrapping paper, netting, and candles.



Click on the image to see a larger, printable version.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/2011-After-Christmas-Sale.pdf""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/2011-After-Christmas-Sale-300x190.jpg"" alt=""2011 After Christmas Sale"" title=""2011 After Christmas Sale"" width=""300"" height=""190"" class=""aligncenter size-medium wp-image-2992"" /></a>"
online-shopping-tip-looking-for-wrapping-paper-and-gift-bags,"<a href=""http://www.shinodadesigncenter.net/2011/12/10/online-shopping-tip-looking-for-wrapping-paper-and-gift-bags/dscf0778/"" rel=""attachment wp-att-3005""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/DSCF0778-300x225.jpg"" alt=""Christmas Present in the Candy Display"" title=""Christmas Present in the Candy Display"" width=""300"" height=""225"" class=""aligncenter size-medium wp-image-3005"" /></a>



Christmas is two weeks away!  Now that you have shopped the Black Friday and Cyber Monday deals, put up your Christmas Tree and decorated the house, it is time to start wrapping presents.  Let us help you!  Not only do we carry a full line of Wrapping Paper, we also carry organze and paper gift bags.  To tie off the present, you can add one of our ribbons and finish off the present with a beautiful bow.



To select a wrapping paper, click on <a href=""http://www.shinodadesigncenter.net/store/"">Shop Shinoda's</a> and then click on <a href=""http://www.shinodadesigncenter.net/christmas/"">Christmas</a>.  Towards the bottom you will see <a href=""http://www.shinodadesigncenter.net/christmas/wrapping-paper/"">Wrapping Paper</a>.



To select a gift bag, click on <a href=""http://www.shinodadesigncenter.net/store/"">Shop Shinoda's</a> and then click on <a href=""http://www.shinodadesigncenter.net/decor-display/"">Decor & Display</a>.  Next, click on <a href=""http://www.shinodadesigncenter.net/decor-display/gift-bags/"">Gift Bags</a>.  You can select from <a href=""http://www.shinodadesigncenter.net/decor-display/gift-bags/organza/"">Organza</a> or <a href=""http://www.shinodadesigncenter.net/decor-display/gift-bags/paper/"">Paper</a> gift bags.



To select a ribbon, click on <a href=""http://www.shinodadesigncenter.net/store/"">Shop Shinoda's</a> and then click on Ribbon.  From there, select the ribbon type you want.  Alternatively, you can click on <a href=""http://www.shinodadesigncenter.net/store/"">Shop Shinoda's</a> and then click on <a href=""<a href=""http://www.shinodadesigncenter.net/christmas/"">Christmas</a>.  The <a href=""http://www.shinodadesigncenter.net/ribbon/"">Christmas specific ribbons</a> were placed here as well.



If you would like to see the categories listed above, click on them or the hyperlinks below.



<a href=""http://www.shinodadesigncenter.net/store/"">Shop Shinoda's</a>

<a href=""http://www.shinodadesigncenter.net/christmas/"">Christmas</a>

<a href=""http://www.shinodadesigncenter.net/christmas/wrapping-paper/"">Wrapping Paper</a>

<a href=""http://www.shinodadesigncenter.net/christmas/ribbon/"">Christmas Ribbon</a>

<a href=""http://www.shinodadesigncenter.net/decor-display/"">Decor & Display</a>

<a href=""http://www.shinodadesigncenter.net/decor-display/gift-bags/"">Gift Bags</a>

<a href=""http://www.shinodadesigncenter.net/decor-display/gift-bags/organza/"">Organza Gift Bags</a>

<a href=""http://www.shinodadesigncenter.net/decor-display/gift-bags/paper/"">Paper Gift Bags</a>

<a href=""http://www.shinodadesigncenter.net/ribbon/"">Ribbon</a>



Looking for a product and cannot find it?  See our other <a href=""http://www.shinodadesigncenter.net/category/online-shopping-tip/"">Online Shopping Tips</a>.



Also, if you are not aware, we have launched a fully functional <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Beta Shopping Cart</a>.  Interested in shopping online?  <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Read our blog post about the Beta Shopping Cart</a>.



Not a Shinoda Customer?  <a href=""https://www.shinodadesigncenter.net/customer/account/create/"">Setup an account</a>."
in-store-coupon-25-off-printed-wrapping-paper,"New sales coupon for you to use in-store.  The coupon only applies to paper wrap with a print.  This means no mylars, foils, cellophanes, tissues, and plain wrapping paper.  Make sure you print it out and bring it in to use.  To print, click on the coupon and a printable version will load.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/Sale-Coupon-25-off-printed-wrapping-paper-121211.pdf""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/Sale-Coupon-25-off-printed-wrapping-paper-121211-300x259.jpg"" alt=""Sale Coupon 25% off Printed Wrapping Paper"" title=""Sale Coupon 25% off Printed Wrapping Paper"" width=""300"" height=""259"" class=""aligncenter size-medium wp-image-3015"" /></a>"
benefits-of-joining-our-e-mail-list,"If you have not done so already, please <a href=""http://visitor.constantcontact.com/d.jsp?m=1102292283889&p=oi"" target=""_blank"">join our email list</a>.  If you are not aware, email has become our main method of sending out sale coupons to our customers.  Also, email recipients receive exclusive coupons and specials that we are not publishing on our website, Facebook, or Twitter.  This gives you the opportunity to take advantage of savings exclusive to our email list.



Included with the coupons are the latest happenings on our blog and Facebook wall.  You can see the latest photo galleries we have added, a Tip of the Day, answers to commonly asked questions around the warehouse, and much more.  Have you missed our floral design shows and wanted to attend?  The emails can serve as a reminder when one is upcoming.  If you miss the announcement on the web, you will receive one through email.  You can always choose to stop receiving emails if they don't prove to be useful.



We do <strong>NOT</strong> share our email list.  <strong>OUR</strong> emails are the only ones you will receive."
online-sale-free-shipping-when-you-order-a-snowfall-light-bundle,"As you can see, we spruced the front page up, including adding our first video.  We're almost all grown up now!



We decided to add a video for the Snowfall lights because a picture does not really do them justice.  When you come into the store, where the lights are really popular, you can see them in action and get a real feel for what you can do with them.  So now you can see the 'snowfall' effect of the lights and start envisioning how you might use them.  In case you missed it, here it is:

<object style=""height: 292px; width: 500px""><param name=""movie"" value=""http://www.youtube.com/v/dV0tqioXLTI?version=3&feature=player_detailpage""><param name=""allowFullScreen"" value=""true""><param name=""allowScriptAccess"" value=""always""><embed src=""http://www.youtube.com/v/dV0tqioXLTI?version=3&feature=player_detailpage"" type=""application/x-shockwave-flash"" allowfullscreen=""true"" allowScriptAccess=""always"" width=""500"" height=""292""></object>



To kickstart your creative process, we're giving you free ground shipping* on our, 'I'll take it' special on the front page.  You just have to order one of the main sets and one of the 5 light expansion sets.  That will give you 10 total lights for your next winter design project.  So take advantage of this offer while it lasts.  Like I said, they're very popular in the store, so our supplies are limited.



See you around the web store!



-Chris



* Free ground shipping applies to the 48 contiguous United States.  We do not guarantee delivery by any date, and carrier delivery times may be delayed during the holiday season.  Free ground shipping offer does not apply to other items in the same order.  They will be shipped separately for a shipping fee which will be assessed at checkout."
glittered-netting-has-arrived-in-san-diego,"<a href=""http://www.shinodadesigncenter.net/2011/12/13/glittered-netting-has-arrived-in-san-diego/dscf1019adj-2/"" rel=""attachment wp-att-3046""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/DSCF1019adj1-300x224.jpg"" alt=""Glittered Netting Ice Pink and Twilight Blue"" title=""Glittered Netting Ice Pink and Twilight Blue"" width=""300"" height=""224"" class=""aligncenter size-medium wp-image-3046"" /></a>



We have landed the glittered netting in San Diego.  It is being put onto our warehouse floor as I write this.



If you are a Santa Ana customer, it should hit the Santa Ana warehouse floor on Thursday.  Please call before going into the warehouse to make sure it got there safely and was processed.



For those of you that have not seen the netting yet, below is a little gallery for you to see it used in our displays.



[nggallery id=42]



&nbsp;

See our full line of <a href=""http://www.shinodadesigncenter.net/ribbon/mesh-netting/"">Mesh &amp; Netting</a>.

See our <a href=""http://www.shinodadesigncenter.net/category/tip-of-the-day/"">Tips of the Day</a>.



Also, if you are not aware, we have launched a fully functional <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Beta Shopping Cart</a>. Interested in shopping online? <a href=""http://www.shinodadesigncenter.net/2011/08/30/shopping-cart-is-up-and-running/"">Read our blog post about the Beta Shopping Cart</a>.



Not a Shinoda Customer? <a href=""https://www.shinodadesigncenter.net/customer/account/create/"">Setup an account</a>.



Hope this helps!"
pre-christmas-sale-2011,"Our Pre-Christmas sale has started!  You do not need to print the coupon to get the discount.  Please read the included items carefully.  Just to emphasize the point, No Lights, No Ribbons/Wrapping Paper/Fabrics/Netting, No Crystal Products, No Dried Products, and No Candles are included.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/Christmas-Pre-Sale-2011.pdf""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/Christmas-Pre-Sale-2011-300x190.jpg"" alt=""Pre-Christmas Sale 2011"" title=""Pre-Christmas Sale 2011"" width=""300"" height=""190"" class=""aligncenter size-medium wp-image-3065"" /></a>"
holiday-hours,"Here are the Holiday Hours for both Warehouses:



December 24, 2011 Closed

December 25, 2011 Closed



December 31, 2011 Closed

January 1, 2012 Closed



Merry Christmas and Happy New Year's to Everyone!



Sorry for the inconvenience."
merry-christmas,"We hope everyone is enjoying their Christmas with friends, family, and loved ones.



We will be reopening on December 26 from 8:00am until 4:30pm in Santa Ana.  San Diego will be open on December 26 from 8:00am until 5:00pm.



Don't miss our After-Christmas Sale!



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/2011-After-Christmas-Sale.pdf""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/2011-After-Christmas-Sale-300x190.jpg"" alt=""2011 After Christmas Sale"" title=""2011 After Christmas Sale"" width=""300"" height=""190"" class=""aligncenter size-medium wp-image-2992"" /></a>"
happy-new-year-weekend-hours,"Happy New Year to Everyone!



Both warehouses will be CLOSED on December 31st and January 1st.  We will open for normal business hours on Monday.



Sorry for any inconveniences this may cause."
in-store-coupon-25-off-red-and-pink-hearts,"New sales coupon for you to use in-store.  Make sure you print it out and bring it in to use.  To print, click on the coupon and a printable version will load.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/Sale-Coupon-250-off-red-and-pink-hearts-010212.pdf""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2011/12/Sale-Coupon-250-off-red-and-pink-hearts-010212-300x259.jpg"" alt=""Sale Coupon 25% off Red and Pink Hearts"" title=""Sale Coupon 25% off Red and Pink Hearts"" width=""300"" height=""259"" class=""aligncenter size-medium wp-image-3099"" /></a>"
happy-new-year,"<a href=""http://www.shinodadesigncenter.net/2012/01/01/happy-new-year/happy-new-year/"" rel=""attachment wp-att-3109""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/01/happy-new-year.jpg"" alt=""Happy New Year"" title=""Happy New Year"" width=""300"" height=""300"" class=""aligncenter size-full wp-image-3109"" /></a>



From the entire Shinoda Design Center staff, we hope everyone is having a safe and happy New Year."
vote-in-a-video-singing-contest,"Since we normally stay with company and merchandise topics, I thought I would preface this by saying I am straying a bit.  I enjoyed watching these videos so much that I thought I would share it with our audience of customers.  Let me start by saying that Stacey is a member of the Shinoda family and San Diego customers may recognize her since she helps around the warehouse.  She was also the person that performed during lunch at the 2011 San Diego Christmas Floral Design Show.  She is a trained vocalist and teaches people of all ages to sing better.  She is currently holding a video contest with prizes going to the videos most liked on Facebook and Youtube.  If you would like to take a look and vote, follow this link:



<a href=""http://www.staceyleathersich.com/2012/01/02/and-were-off/"">http://www.staceyleathersich.com/2012/01/02/and-were-off/</a>"
warehouse-spring-cleaning,"The Spring cleaning has started in both warehouses.  We are tearing down endcaps and moving our Christmas merchandise into storage.  Here in San Diego, we have started to switch out our front entrance display.  We are also moving out the Christmas trees and exchanging them with silk trees like ficus and raphis.  Here are a few pictures.



[nggallery id=47] "
january-special-selected-silk-flower-stems,"New monthly special for everyone.  No coupon is necessary to take advantage of this.  To print, click on the special and a printable version will load.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/01/in-store-sale-coupon-selected-silk-flower-stems-010912.pdf""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/01/in-store-sale-coupon-selected-silk-flower-stems-010912-300x231.jpg"" alt=""In Store Sale Selected Silk Flower Stems"" title=""In Store Sale Selected Silk Flower Stems"" width=""300"" height=""231"" class=""aligncenter size-medium wp-image-3139"" /></a>"
customer-question-of-the-day-when-will-all-the-spring-merchandise-be-here,"With Christmas behind us, we are now starting the Spring switchover in the warehouses.  Between both warehouses, that means we will be changing over 50 endcaps and the assorted merchandising we do.  Knowing that this has started, a customer asked me the other day, ""When will all the Spring merchandise be here?""



Right now, we are putting back out Spring merchandise that we held over from last year.  During 2011, we receive a steady trickle of merchandise that we purchase on closeout.  This will be more prominently displayed now.  We also placed orders during the Summer of last year for new Spring products.  Those orders have just started to land.  We receive the vast majority before the end of January.  If I had to put a percentage estimate on it, I would say that we receive roughly 70% of our Spring merchandise by the end of January.  We will probably receive another 20% in February.  In March, we will receive roughly the last 10% with a very small trickle in April.  By April, we have pretty much received everything except the closeouts we continue to purchase.  By late May and June, we start receiving our initial Christmas loads and begin the Christmas switchover again.



If you have any other questions about Spring merchandise, feel free to leave feedback on <a href=""http://www.facebook.com/shinodadesigncenter"">Facebook</a>.  That way others can see the answer and maybe they will find it helpful as well.



Hope this helps!"
history-of-valentines-day,"If you are within the United States, pretty much everyone knows that February 14th marks the annual Valentine's Day celebration.  Why do we celebrate it?  Where did it come from?  To answer these questions, I did some research and came up with the following.



Valentine's Day was established by Pope Gelasius in 496 AD.  It was named after several Saint Valentine Catholic martyrs.  The first of the martyrs was Valentine of Rome.  He was a priest in Rome martyred around 269 AD and is buried on the Via Flaminia.  The second was Valentine of Temi.  He was the bishop of Interamna (modern Temi) and was martyred around 197 AD following persecution by the Emperor Aurelian.  He is also buried in the Via Flaminia but in a different section from Valentine of Rome.  There is also reference to a third saint named Valentine.  Not much is known about him.  It was said he was martyred in Africa with several others.



It is interesting to note that romance was not linked to the day until the 14th century.  In 1400, a ""High Court of Love"" was established in Paris.  This link between romance and Valentine's Day would increase as Shakespeare and Chaucer would both write about the day.



During the 19th century, paper Valentine's became popular in England.  It became the practice to exchange handwritten notes.  The practice of exchanging handwritten notes evolved into commercial cards.  The celebration did not explode until the second half of the 20th century.  In the United States, the practice of exchanging handwritten notes and commercial cards extended into all manner of gifts including roses and chocolates.  It was not until the 1980's that the diamond industry began to promote Valentine's Day as a time to give jewelry.



How big has Valentine's Day become?  In the United Kingdom, it is estimated that 1.3 billion pounds are annualy spent on cards, flowers, chocolates, jewelry, and other gifts.  An estimated 25 million cards are sent.  In the United States, it is estimated that over 1 billion Valentine cards are handed out.  In 2010, there were an estimated 15 million e-cards sent.



In 1969, one last interesting tidbit happened that would not deter the celebration of Valentine's Day.  Pope Paul VI deleted it from the General Roman Calendar of saints.  He stated, ""Though the memorial of Saint Valentine is ancient, it is left to particular calendars, since, apart from his name, nothing is known of Saint Valentine except that he was buried on the Via Flaminia on February 14.""



Let us know what you think.  Feel free to comment on our Facebook page and give your Valentine's Day opinions.



See our <a href=""http://www.shinodadesigncenter.net/valentine-s-day/"">Valentine's Day</a> merchandise."
martin-luther-king-jr-holiday-hours,"Both warehouses will be open normal business hours on Monday January 16, 2012.



Santa Ana hours are 8:00am until 4:30pm.



San Diego hours are 8:00am until 5:00pm."
in-store-coupon-25-off-one-single-item,"New sales coupon for you to use in-store.  Make sure you print it out and bring it in to use.  To print, click on the coupon and a printable version will load.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/01/Sale-Coupon-25-Off-One-Single-Item-Coupon-011612.pdf""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/01/Sale-Coupon-25-Off-One-Single-Item-Coupon-011612-300x259.jpg"" alt=""Sale Coupon 25% Off One Single Item Coupon"" title=""Sale Coupon 25% Off One Single Item Coupon"" width=""300"" height=""259"" class=""aligncenter size-medium wp-image-3166"" /></a>"
in-store-special-25-off-birds-butterflies-bugs,"New sales coupon for you to use in-store.  Make sure you print it out and bring it in to use.  To print, click on the coupon and a printable version will load.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/01/Sale-Coupon-25-off-Selected-Birds-Butterflies-Bugs-012312.pdf""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/01/Sale-Coupon-25-off-Selected-Birds-Butterflies-Bugs-012312-300x259.jpg"" alt=""Sale Coupon 25% off Selected Birds, Butterflies, Bugs 012312"" title=""Sale Coupon 25% off Selected Birds, Butterflies, Bugs 012312"" width=""300"" height=""259"" class=""aligncenter size-medium wp-image-3173"" /></a>"
in-store-coupon-25-off-selected-sports-themed-items,"New sales coupon for you to use in-store.  Make sure you print it out and bring it in to use.  To print, click on the coupon and a printable version will load.



<a href=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/01/Sale-Coupon-25-off-Selected-Sports-Themed-Items-013012.pdf""><img src=""http://www.shinodadesigncenter.net/wordpress/wp-content/uploads/2012/01/Sale-Coupon-25-off-Selected-Sports-Themed-Items-013012-300x259.jpg"" alt=""Sale Coupon 25% off Selected Sports Themed Items 013012"" title=""Sale Coupon 25% off Selected Sports Themed Items 013012"" width=""300"" height=""259"" class=""aligncenter size-medium wp-image-3188"" /></a>"
